date,keyword,source,ratio
2026-04-27,건강 검진,related_top(건강),
2026-04-27,건강 보험,related_top(건강),
2026-04-27,건강 수명,related_top(건강),
2026-04-27,국민 건강,related_top(건강),
2026-04-27,건강 검진 병원,related_top(건강),
2026-04-27,건강 보험 공단,related_top(건강),
2026-04-27,국민 건강 보험 공단,related_top(건강),
2026-04-27,정신 건강 의학과,related_top(건강),
2026-04-27,건강 검진 센터,related_top(건강),
2026-04-27,건강 검진 비용,related_top(건강),
2026-04-27,건강검진,naver,15.69094
2026-04-27,다이어트,naver,12.85896
2026-04-27,운동·헬스,naver,14.85007
2026-04-27,영양·건강기능식품,naver,45.45455
2026-04-27,정신건강,naver,11.14548
