date,keyword,source,ratio
2026-08-09,건강 검진,related_top(건강),
2026-08-09,국민 건강 보험 공단,related_top(건강),
2026-08-09,국가 건강 검진,related_top(건강),
2026-08-09,건강 검진 예약,related_top(건강),
2026-08-09,건강 검진 비용,related_top(건강),
2026-08-09,건강 관리 협회,related_top(건강),
2026-08-09,건강 보험 심사 평가원,related_top(건강),
2026-08-09,건강 in,related_top(건강),
2026-08-09,국립 정신 건강 센터,related_top(건강),
2026-08-09,kmi 건강 검진,related_top(건강),
2026-08-09,건강검진,naver,19.41416
2026-08-09,다이어트,naver,11.43966
2026-08-09,운동·헬스,naver,16.84531
2026-08-09,영양·건강기능식품,naver,41.9331
2026-08-09,정신건강,naver,10.36777
