date,keyword,source,ratio
2026-04-01,건강 검진,related_top(건강),
2026-04-01,건강 보험,related_top(건강),
2026-04-01,국민 건강,related_top(건강),
2026-04-01,건강 보험 공단,related_top(건강),
2026-04-01,국민 건강 보험,related_top(건강),
2026-04-01,정신 건강 의학과,related_top(건강),
2026-04-01,국민 건강 보험 공단,related_top(건강),
2026-04-01,청년 신체 건강 증진,related_top(건강),
2026-04-01,국가 건강 검진,related_top(건강),
2026-04-01,건강 검진 비용,related_top(건강),
2026-04-01,건강검진,naver,24.00258
2026-04-01,다이어트,naver,11.19456
2026-04-01,운동·헬스,naver,13.17766
2026-04-01,영양·건강기능식품,naver,41.48087
2026-04-01,정신건강,naver,10.14433
