date,keyword,source,ratio
2026-06-12,의료 급여,related_top(의료),
2026-06-12,씨젠 의료 재단,related_top(의료),
2026-06-12,이원 의료 재단,related_top(의료),
2026-06-12,삼광 의료 재단,related_top(의료),
2026-06-12,신원 의료 재단,related_top(의료),
2026-06-12,녹십자 의료 재단,related_top(의료),
2026-06-12,의료 기사,related_top(의료),
2026-06-12,보건 의료 정보 관리사,related_top(의료),
2026-06-12,의료 기기 안심 책방,related_top(의료),
2026-06-12,의료 기기 협동 조합,related_top(의료),
2026-06-12,건강검진,naver,24.80323
2026-06-12,다이어트,naver,11.87146
2026-06-12,운동·헬스,naver,13.81643
2026-06-12,영양·건강기능식품,naver,39.11403
2026-06-12,정신건강,naver,10.39485
