date,keyword,source,ratio
2026-08-24,건강 검진,related_top(건강),
2026-08-24,건강 보험,related_top(건강),
2026-08-24,정신 건강 의학과,related_top(건강),
2026-08-24,건강 보험 공단,related_top(건강),
2026-08-24,국민 건강 보험,related_top(건강),
2026-08-24,건강 검진 센터,related_top(건강),
2026-08-24,국립 정신 건강 센터,related_top(건강),
2026-08-24,국민 건강 보험 공단,related_top(건강),
2026-08-24,국가 건강 검진,related_top(건강),
2026-08-24,건강 검진 예약,related_top(건강),
2026-08-24,건강검진,naver,18.83241
2026-08-24,다이어트,naver,10.88813
2026-08-24,운동·헬스,naver,17.09097
2026-08-24,영양·건강기능식품,naver,43.12133
2026-08-24,정신건강,naver,10.06717
