date,keyword,source,ratio
2026-09-22,건강 검진,related_top(건강),
2026-09-22,건강 보험 공단,related_top(건강),
2026-09-22,건강 관리 협회,related_top(건강),
2026-09-22,시진핑 건강,related_top(건강),
2026-09-22,건강 검진 예약,related_top(건강),
2026-09-22,국민 건강 보험 공단,related_top(건강),
2026-09-22,건강 보험 심사 평가원,related_top(건강),
2026-09-22,건강 검진 금식,related_top(건강),
2026-09-22,질병 관리청,related_top(질병),
2026-09-22,질병 보건 통합 관리 시스템,related_top(질병),
2026-09-22,건강검진,naver,28.73526
2026-09-22,다이어트,naver,8.7458
2026-09-22,운동·헬스,naver,12.11362
2026-09-22,영양·건강기능식품,naver,42.06815
2026-09-22,정신건강,naver,8.33718
