date,keyword,source,ratio
2026-05-13,건강 검진,related_top(건강),
2026-05-13,건강 보험,related_top(건강),
2026-05-13,국민 건강,related_top(건강),
2026-05-13,건강 보험 공단,related_top(건강),
2026-05-13,국민 건강 보험,related_top(건강),
2026-05-13,정신 건강 의학과,related_top(건강),
2026-05-13,국민 건강 보험 공단,related_top(건강),
2026-05-13,건강 정보,related_top(건강),
2026-05-13,건강 보험료,related_top(건강),
2026-05-13,건강 검진 결과,related_top(건강),
2026-05-13,건강검진,naver,25.18322
2026-05-13,다이어트,naver,11.38141
2026-05-13,운동·헬스,naver,12.84104
2026-05-13,영양·건강기능식품,naver,40.00124
2026-05-13,정신건강,naver,10.59309
