date,keyword,source,ratio
2026-09-24,건강 검진,related_top(건강),
2026-09-24,건강 보험,related_top(건강),
2026-09-24,건강 보험 공단,related_top(건강),
2026-09-24,건강 검진 센터,related_top(건강),
2026-09-24,시진핑 건강,related_top(건강),
2026-09-24,국민 건강 보험 공단,related_top(건강),
2026-09-24,건강 검진 결과,related_top(건강),
2026-09-24,국가 건강 검진,related_top(건강),
2026-09-24,한국 건강 관리 협회,related_top(건강),
2026-09-24,건강 검진 비용,related_top(건강),
2026-09-24,건강검진,naver,26.76808
2026-09-24,다이어트,naver,8.32666
2026-09-24,운동·헬스,naver,13.50414
2026-09-24,영양·건강기능식품,naver,41.4287
2026-09-24,정신건강,naver,9.97242
