date,keyword,source,ratio
2026-07-06,건강 검진,related_top(건강),
2026-07-06,건강 보험,related_top(건강),
2026-07-06,정신 건강,related_top(건강),
2026-07-06,건강 보험 공단,related_top(건강),
2026-07-06,정신 건강 의학과,related_top(건강),
2026-07-06,국민 건강 보험 공단,related_top(건강),
2026-07-06,건강 검진 결과,related_top(건강),
2026-07-06,건강 검진 비용,related_top(건강),
2026-07-06,국가 건강 검진,related_top(건강),
2026-07-06,건강 검진 예약,related_top(건강),
2026-07-06,건강검진,naver,16.12768
2026-07-06,다이어트,naver,11.94117
2026-07-06,운동·헬스,naver,19.2613
2026-07-06,영양·건강기능식품,naver,42.91803
2026-07-06,정신건강,naver,9.75182
