date,keyword,source,ratio
2026-04-11,건강 검진,related_top(건강),
2026-04-11,정신 건강,related_top(건강),
2026-04-11,건강 보험,related_top(건강),
2026-04-11,국민 건강,related_top(건강),
2026-04-11,정신 건강 의학과,related_top(건강),
2026-04-11,건강 보험 공단,related_top(건강),
2026-04-11,국민 건강 보험,related_top(건강),
2026-04-11,국민 건강 보험 공단,related_top(건강),
2026-04-11,건강 식품,related_top(건강),
2026-04-11,건강 관리 협회,related_top(건강),
2026-04-11,건강검진,naver,22.46687
2026-04-11,다이어트,naver,10.14611
2026-04-11,운동·헬스,naver,11.97418
2026-04-11,영양·건강기능식품,naver,43.5542
2026-04-11,정신건강,naver,11.85865
