date,keyword,source,ratio
2026-07-25,건강 검진,related_top(건강),
2026-07-25,건강 보험,related_top(건강),
2026-07-25,정신 건강,related_top(건강),
2026-07-25,정신 건강 의학과,related_top(건강),
2026-07-25,건강 보험 공단,related_top(건강),
2026-07-25,국민 건강 보험,related_top(건강),
2026-07-25,건강 검진 센터,related_top(건강),
2026-07-25,국민 건강 보험 공단,related_top(건강),
2026-07-25,건강 관리 협회,related_top(건강),
2026-07-25,건강 검진 결과,related_top(건강),
2026-07-25,건강검진,naver,27.43685
2026-07-25,다이어트,naver,11.00357
2026-07-25,운동·헬스,naver,14.41515
2026-07-25,영양·건강기능식품,naver,38.24136
2026-07-25,정신건강,naver,8.90307
