date,keyword,source,ratio
2026-09-16,건강 검진,related_top(건강),
2026-09-16,국민 건강,related_top(건강),
2026-09-16,건강 보험 공단,related_top(건강),
2026-09-16,건강 검진 센터,related_top(건강),
2026-09-16,국민 건강 보험 공단,related_top(건강),
2026-09-16,국가 건강 검진,related_top(건강),
2026-09-16,건강 검진 결과,related_top(건강),
2026-09-16,일반 건강 검진,related_top(건강),
2026-09-16,건강 관리 협회,related_top(건강),
2026-09-16,건강 검진 예약,related_top(건강),
2026-09-16,건강검진,naver,30.92614
2026-09-16,다이어트,naver,8.41252
2026-09-16,운동·헬스,naver,11.11111
2026-09-16,영양·건강기능식품,naver,40.61194
2026-09-16,정신건강,naver,8.9383
