date,keyword,source,ratio
2026-04-15,건강 검진,related_top(건강),
2026-04-15,건강 보험,related_top(건강),
2026-04-15,국민 건강,related_top(건강),
2026-04-15,건강 보험 공단,related_top(건강),
2026-04-15,국민 건강 보험,related_top(건강),
2026-04-15,국민 건강 보험 공단,related_top(건강),
2026-04-15,건강 식품,related_top(건강),
2026-04-15,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-04-15,건강 검진 예약,related_top(건강),
2026-04-15,건강 보험 심사 평가원,related_top(건강),
2026-04-15,건강검진,naver,22.866
2026-04-15,다이어트,naver,11.41005
2026-04-15,운동·헬스,naver,12.72946
2026-04-15,영양·건강기능식품,naver,42.41625
2026-04-15,정신건강,naver,10.57825
