date,keyword,source,ratio
2026-09-06,건강 검진,related_top(건강),
2026-09-06,건강 보험,related_top(건강),
2026-09-06,정신 건강,related_top(건강),
2026-09-06,건강 관리 협회,related_top(건강),
2026-09-06,국민 건강 보험 공단,related_top(건강),
2026-09-06,건강 검진 결과,related_top(건강),
2026-09-06,건강 검진 예약,related_top(건강),
2026-09-06,한국 건강 관리 협회,related_top(건강),
2026-09-06,kmi 건강 검진,related_top(건강),
2026-09-06,국가 건강 검진,related_top(건강),
2026-09-06,건강검진,naver,19.74808
2026-09-06,다이어트,naver,10.28384
2026-09-06,운동·헬스,naver,13.95048
2026-09-06,영양·건강기능식품,naver,46.57925
2026-09-06,정신건강,naver,9.43835
