collected_date,keyword_group,period,ratio
2026-06-14,건강검진,2026-05-16,16.68903
2026-06-14,건강검진,2026-05-17,15.41663
2026-06-14,건강검진,2026-05-18,26.23908
2026-06-14,건강검진,2026-05-19,26.08275
2026-06-14,건강검진,2026-05-20,25.06618
2026-06-14,건강검진,2026-05-21,24.81033
2026-06-14,건강검진,2026-05-22,24.70141
2026-06-14,건강검진,2026-05-23,17.66734
2026-06-14,건강검진,2026-05-24,14.72046
2026-06-14,건강검진,2026-05-25,19.96984
2026-06-14,건강검진,2026-05-26,29.39421
2026-06-14,건강검진,2026-05-27,26.48101
2026-06-14,건강검진,2026-05-28,26.59724
2026-06-14,건강검진,2026-05-29,25.3801
2026-06-14,건강검진,2026-05-30,18.33736
2026-06-14,건강검진,2026-05-31,15.22817
2026-06-14,건강검진,2026-06-01,25.78245
2026-06-14,건강검진,2026-06-02,25.28597
2026-06-14,건강검진,2026-06-03,17.50253
2026-06-14,건강검진,2026-06-04,26.49436
2026-06-14,건강검진,2026-06-05,26.56781
2026-06-14,건강검진,2026-06-06,16.23441
2026-06-14,건강검진,2026-06-07,15.57773
2026-06-14,건강검진,2026-06-08,27.05583
2026-06-14,건강검진,2026-06-09,25.66535
2026-06-14,건강검진,2026-06-10,24.61929
2026-06-14,건강검진,2026-06-11,24.80323
2026-06-14,건강검진,2026-06-12,24.60651
2026-06-14,건강검진,2026-06-13,19.0499
2026-06-14,다이어트,2026-05-16,12.86426
2026-06-14,다이어트,2026-05-17,13.42235
2026-06-14,다이어트,2026-05-18,11.77356
2026-06-14,다이어트,2026-05-19,11.76205
2026-06-14,다이어트,2026-05-20,11.07039
2026-06-14,다이어트,2026-05-21,11.30476
2026-06-14,다이어트,2026-05-22,11.35015
2026-06-14,다이어트,2026-05-23,11.31858
2026-06-14,다이어트,2026-05-24,13.28148
2026-06-14,다이어트,2026-05-25,13.02413
2026-06-14,다이어트,2026-05-26,10.78724
2026-06-14,다이어트,2026-05-27,11.10126
2026-06-14,다이어트,2026-05-28,11.27309
2026-06-14,다이어트,2026-05-29,11.13955
2026-06-14,다이어트,2026-05-30,13.48204
2026-06-14,다이어트,2026-05-31,13.62299
2026-06-14,다이어트,2026-06-01,12.35934
2026-06-14,다이어트,2026-06-02,10.47247
2026-06-14,다이어트,2026-06-03,12.59676
