date,keyword,source,ratio
2026-06-29,건강 검진,related_top(건강),
2026-06-29,건강 보험,related_top(건강),
2026-06-29,국민 건강,related_top(건강),
2026-06-29,정신 건강 의학과,related_top(건강),
2026-06-29,국민 건강 보험,related_top(건강),
2026-06-29,건강 보험 공단,related_top(건강),
2026-06-29,국민 건강 보험 공단,related_top(건강),
2026-06-29,국가 건강 검진,related_top(건강),
2026-06-29,건강 관리 협회,related_top(건강),
2026-06-29,건강 검진 결과,related_top(건강),
2026-06-29,건강검진,naver,16.41345
2026-06-29,다이어트,naver,11.50435
2026-06-29,운동·헬스,naver,17.80978
2026-06-29,영양·건강기능식품,naver,43.75165
2026-06-29,정신건강,naver,10.52077
