date,keyword,source,ratio
2026-05-29,건강 검진,related_top(건강),
2026-05-29,건강 보험,related_top(건강),
2026-05-29,국민 건강,related_top(건강),
2026-05-29,국민 건강 보험,related_top(건강),
2026-05-29,건강 보험 공단,related_top(건강),
2026-05-29,국민 건강 보험 공단,related_top(건강),
2026-05-29,국가 건강 검진,related_top(건강),
2026-05-29,건강 검진 결과,related_top(건강),
2026-05-29,건강 검진 비용,related_top(건강),
2026-05-29,건강 관리 협회,related_top(건강),
2026-05-29,건강검진,naver,26.59725
2026-05-29,다이어트,naver,11.27309
2026-05-29,운동·헬스,naver,13.63789
2026-05-29,영양·건강기능식품,naver,38.19281
2026-05-29,정신건강,naver,10.29896
