collected_date,keyword_group,period,ratio
2026-05-30,건강검진,2026-05-01,17.53994
2026-05-30,건강검진,2026-05-02,18.2183
2026-05-30,건강검진,2026-05-03,16.57818
2026-05-30,건강검진,2026-05-04,24.84767
2026-05-30,건강검진,2026-05-05,15.50435
2026-05-30,건강검진,2026-05-06,24.42352
2026-05-30,건강검진,2026-05-07,23.91056
2026-05-30,건강검진,2026-05-08,23.49739
2026-05-30,건강검진,2026-05-09,17.39169
2026-05-30,건강검진,2026-05-10,15.45447
2026-05-30,건강검진,2026-05-11,25.39885
2026-05-30,건강검진,2026-05-12,25.18322
2026-05-30,건강검진,2026-05-13,25.16133
2026-05-30,건강검진,2026-05-14,24.54
2026-05-30,건강검진,2026-05-15,24.59816
2026-05-30,건강검진,2026-05-16,16.68903
2026-05-30,건강검진,2026-05-17,15.41663
2026-05-30,건강검진,2026-05-18,26.23908
2026-05-30,건강검진,2026-05-19,26.08275
2026-05-30,건강검진,2026-05-20,25.06618
2026-05-30,건강검진,2026-05-21,24.81034
2026-05-30,건강검진,2026-05-22,24.70142
2026-05-30,건강검진,2026-05-23,17.66734
2026-05-30,건강검진,2026-05-24,14.72047
2026-05-30,건강검진,2026-05-25,19.96984
2026-05-30,건강검진,2026-05-26,29.39421
2026-05-30,건강검진,2026-05-27,26.48101
2026-05-30,건강검진,2026-05-28,26.59725
2026-05-30,건강검진,2026-05-29,25.3801
2026-05-30,다이어트,2026-05-01,10.4347
2026-05-30,다이어트,2026-05-02,11.66399
2026-05-30,다이어트,2026-05-03,11.59105
2026-05-30,다이어트,2026-05-04,10.57549
2026-05-30,다이어트,2026-05-05,12.12915
2026-05-30,다이어트,2026-05-06,11.07073
2026-05-30,다이어트,2026-05-07,10.72926
2026-05-30,다이어트,2026-05-08,10.60248
2026-05-30,다이어트,2026-05-09,11.97637
2026-05-30,다이어트,2026-05-10,12.56647
2026-05-30,다이어트,2026-05-11,11.19684
2026-05-30,다이어트,2026-05-12,11.38141
2026-05-30,다이어트,2026-05-13,11.0844
2026-05-30,다이어트,2026-05-14,11.28667
2026-05-30,다이어트,2026-05-15,11.13735
2026-05-30,다이어트,2026-05-16,12.86426
2026-05-30,다이어트,2026-05-17,13.42235
2026-05-30,다이어트,2026-05-18,11.77356
2026-05-30,다이어트,2026-05-19,11.76205
2026-05-30,다이어트,2026-05-20,11.07039
2026-05-30,다이어트,2026-05-21,11.30476
2026-05-30,다이어트,2026-05-22,11.35015
2026-05-30,다이어트,2026-05-23,11.31859
2026-05-30,다이어트,2026-05-24,13.28148
2026-05-30,다이어트,2026-05-25,13.02413
2026-05-30,다이어트,2026-05-26,10.78724
2026-05-30,다이어트,2026-05-27,11.10126
2026-05-30,다이어트,2026-05-28,11.27309
2026-05-30,다이어트,2026-05-29,11.13954
2026-05-30,운동·헬스,2026-05-01,17.29894
2026-05-30,운동·헬스,2026-05-02,15.88193
2026-05-30,운동·헬스,2026-05-03,16.89189
2026-05-30,운동·헬스,2026-05-04,14.1977
2026-05-30,운동·헬스,2026-05-05,17.53872
2026-05-30,운동·헬스,2026-05-06,13.037
2026-05-30,운동·헬스,2026-05-07,12.31101
2026-05-30,운동·헬스,2026-05-08,12.21434
2026-05-30,운동·헬스,2026-05-09,15.96849
2026-05-30,운동·헬스,2026-05-10,15.60992
2026-05-30,운동·헬스,2026-05-11,12.92568
2026-05-30,운동·헬스,2026-05-12,12.84104
2026-05-30,운동·헬스,2026-05-13,12.86221
2026-05-30,운동·헬스,2026-05-14,12.17333
2026-05-30,운동·헬스,2026-05-15,12.65331
2026-05-30,운동·헬스,2026-05-16,15.78796
2026-05-30,운동·헬스,2026-05-17,17.1161
2026-05-30,운동·헬스,2026-05-18,13.30924
2026-05-30,운동·헬스,2026-05-19,12.94792
2026-05-30,운동·헬스,2026-05-20,12.74011
2026-05-30,운동·헬스,2026-05-21,12.87677
2026-05-30,운동·헬스,2026-05-22,13.66764
2026-05-30,운동·헬스,2026-05-23,16.56612
2026-05-30,운동·헬스,2026-05-24,18.65824
2026-05-30,운동·헬스,2026-05-25,18.6727
2026-05-30,운동·헬스,2026-05-26,13.12847
2026-05-30,운동·헬스,2026-05-27,13.38608
2026-05-30,운동·헬스,2026-05-28,13.63789
2026-05-30,운동·헬스,2026-05-29,15.34698
2026-05-30,영양·건강기능식품,2026-05-01,43.91682
2026-05-30,영양·건강기능식품,2026-05-02,42.09917
2026-05-30,영양·건강기능식품,2026-05-03,43.93501
2026-05-30,영양·건강기능식품,2026-05-04,39.86459
2026-05-30,영양·건강기능식품,2026-05-05,44.44017
2026-05-30,영양·건강기능식품,2026-05-06,41.0177
2026-05-30,영양·건강기능식품,2026-05-07,42.79634
2026-05-30,영양·건강기능식품,2026-05-08,43.42719
2026-05-30,영양·건강기능식품,2026-05-09,42.80344
2026-05-30,영양·건강기능식품,2026-05-10,44.0072
2026-05-30,영양·건강기능식품,2026-05-11,40.04178
2026-05-30,영양·건강기능식품,2026-05-12,40.00123
2026-05-30,영양·건강기능식품,2026-05-13,40.57953
2026-05-30,영양·건강기능식품,2026-05-14,40.76
2026-05-30,영양·건강기능식품,2026-05-15,40.19197
2026-05-30,영양·건강기능식품,2026-05-16,41.75614
2026-05-30,영양·건강기능식품,2026-05-17,42.00122
2026-05-30,영양·건강기능식품,2026-05-18,38.1331
2026-05-30,영양·건강기능식품,2026-05-19,38.20572
2026-05-30,영양·건강기능식품,2026-05-20,39.97149
2026-05-30,영양·건강기능식품,2026-05-21,40.05195
2026-05-30,영양·건강기능식품,2026-05-22,38.8199
