date,keyword,source,ratio
2026-07-11,건강 검진,related_top(건강),
2026-07-11,건강 보험,related_top(건강),
2026-07-11,건강 식품,related_top(건강),
2026-07-11,정신 건강 의학과,related_top(건강),
2026-07-11,건강 보험 공단,related_top(건강),
2026-07-11,국민 건강 보험,related_top(건강),
2026-07-11,국민 건강 보험 공단,related_top(건강),
2026-07-11,건강 보험 심사 평가원,related_top(건강),
2026-07-11,국가 건강 검진,related_top(건강),
2026-07-11,건강 검진 비용,related_top(건강),
2026-07-11,건강검진,naver,24.82368
2026-07-11,다이어트,naver,10.20693
2026-07-11,운동·헬스,naver,14.43075
2026-07-11,영양·건강기능식품,naver,40.51771
2026-07-11,정신건강,naver,10.02092
