date,keyword,source,ratio
2026-06-04,건강 검진,related_top(건강),
2026-06-04,국민 건강,related_top(건강),
2026-06-04,국민 건강 보험,related_top(건강),
2026-06-04,건강 보험 공단,related_top(건강),
2026-06-04,국민 건강 보험 공단,related_top(건강),
2026-06-04,건강 검진 센터,related_top(건강),
2026-06-04,건강 검진 비용,related_top(건강),
2026-06-04,건강 검진 결과,related_top(건강),
2026-06-04,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-06-04,국가 건강 검진,related_top(건강),
2026-06-04,건강검진,naver,17.50253
2026-06-04,다이어트,naver,12.59677
2026-06-04,운동·헬스,naver,18.59643
2026-06-04,영양·건강기능식품,naver,40.23898
2026-06-04,정신건강,naver,11.06529
