date,keyword,source,ratio
2026-03-02,건강 검진,related_top(건강),
2026-03-02,건강 보험,related_top(건강),
2026-03-02,국민 건강,related_top(건강),
2026-03-02,건강 보험 공단,related_top(건강),
2026-03-02,국민 건강 보험 공단,related_top(건강),
2026-03-02,건강 진단서,related_top(건강),
2026-03-02,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-03-02,건강 검진 결과,related_top(건강),
2026-03-02,국가 건강 검진,related_top(건강),
2026-03-02,영유아 건강 검진 결과서,related_top(건강),
2026-03-02,건강검진,naver,13.78436
2026-03-02,다이어트,naver,12.37905
2026-03-02,운동·헬스,naver,17.43204
2026-03-02,영양·건강기능식품,naver,45.49993
2026-03-02,정신건강,naver,10.90462
