date,keyword,source,ratio
2026-05-01,건강 검진,related_top(건강),
2026-05-01,건강 보험,related_top(건강),
2026-05-01,국민 건강,related_top(건강),
2026-05-01,건강 보험 공단,related_top(건강),
2026-05-01,국민 건강 보험 공단,related_top(건강),
2026-05-01,건강 검진 센터,related_top(건강),
2026-05-01,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-05-01,건강 검진 비용,related_top(건강),
2026-05-01,건강 관리 협회,related_top(건강),
2026-05-01,국가 건강 검진,related_top(건강),
2026-05-01,건강검진,naver,23.31522
2026-05-01,다이어트,naver,9.93789
2026-05-01,운동·헬스,naver,13.68789
2026-05-01,영양·건강기능식품,naver,41.70032
2026-05-01,정신건강,naver,11.35869
