date,keyword,source,ratio
2026-03-07,건강 검진,related_top(건강),
2026-03-07,건강 보험,related_top(건강),
2026-03-07,국민 건강,related_top(건강),
2026-03-07,정신 건강 의학과,related_top(건강),
2026-03-07,국민 건강 보험,related_top(건강),
2026-03-07,건강 보험 공단,related_top(건강),
2026-03-07,국민 건강 보험 공단,related_top(건강),
2026-03-07,건강 관리 협회,related_top(건강),
2026-03-07,영유아 건강 검진,related_top(건강),
2026-03-07,건강 in,related_top(건강),
2026-03-07,건강검진,naver,25.05793
2026-03-07,다이어트,naver,9.83278
2026-03-07,운동·헬스,naver,13.67195
2026-03-07,영양·건강기능식품,naver,40.13904
2026-03-07,정신건강,naver,11.2983
