collected_date,keyword_group,period,ratio
2026-04-23,건강검진,2026-03-25,26.19609
2026-04-23,건강검진,2026-03-26,24.30038
2026-04-23,건강검진,2026-03-27,25.82677
2026-04-23,건강검진,2026-03-28,17.81748
2026-04-23,건강검진,2026-03-29,15.43454
2026-04-23,건강검진,2026-03-30,24.96266
2026-04-23,건강검진,2026-03-31,24.00258
2026-04-23,건강검진,2026-04-01,21.89518
2026-04-23,건강검진,2026-04-02,23.61103
2026-04-23,건강검진,2026-04-03,22.78196
2026-04-23,건강검진,2026-04-04,16.23366
2026-04-23,건강검진,2026-04-05,15.04425
2026-04-23,건강검진,2026-04-06,23.92093
2026-04-23,건강검진,2026-04-07,24.36844
2026-04-23,건강검진,2026-04-08,22.70483
2026-04-23,건강검진,2026-04-09,22.94067
2026-04-23,건강검진,2026-04-10,22.46687
2026-04-23,건강검진,2026-04-11,17.24515
2026-04-23,건강검진,2026-04-12,13.65492
2026-04-23,건강검진,2026-04-13,23.78394
2026-04-23,건강검진,2026-04-14,22.86599
2026-04-23,건강검진,2026-04-15,22.90581
2026-04-23,건강검진,2026-04-16,23.7401
2026-04-23,건강검진,2026-04-17,22.64766
2026-04-23,건강검진,2026-04-18,16.4394
2026-04-23,건강검진,2026-04-19,14.02259
2026-04-23,건강검진,2026-04-20,24.86797
2026-04-23,건강검진,2026-04-21,23.9737
2026-04-23,건강검진,2026-04-22,23.49747
2026-04-23,다이어트,2026-03-25,11.12421
2026-04-23,다이어트,2026-03-26,11.85685
2026-04-23,다이어트,2026-03-27,11.32427
2026-04-23,다이어트,2026-03-28,11.9427
2026-04-23,다이어트,2026-03-29,13.11451
2026-04-23,다이어트,2026-03-30,10.8769
2026-04-23,다이어트,2026-03-31,11.19456
2026-04-23,다이어트,2026-04-01,11.20935
2026-04-23,다이어트,2026-04-02,11.1118
2026-04-23,다이어트,2026-04-03,11.31921
2026-04-23,다이어트,2026-04-04,11.91753
2026-04-23,다이어트,2026-04-05,13.09887
2026-04-23,다이어트,2026-04-06,11.61427
2026-04-23,다이어트,2026-04-07,10.51447
2026-04-23,다이어트,2026-04-08,10.99542
2026-04-23,다이어트,2026-04-09,11.16082
2026-04-23,다이어트,2026-04-10,10.14611
2026-04-23,다이어트,2026-04-11,11.83293
2026-04-23,다이어트,2026-04-12,12.94249
2026-04-23,다이어트,2026-04-13,12.14665
2026-04-23,다이어트,2026-04-14,11.41005
2026-04-23,다이어트,2026-04-15,12.26209
2026-04-23,다이어트,2026-04-16,11.51816
2026-04-23,다이어트,2026-04-17,11.3451
2026-04-23,다이어트,2026-04-18,12.57031
2026-04-23,다이어트,2026-04-19,13.60471
2026-04-23,다이어트,2026-04-20,11.88863
2026-04-23,다이어트,2026-04-21,11.00645
2026-04-23,다이어트,2026-04-22,10.75527
2026-04-23,운동·헬스,2026-03-25,11.34883
2026-04-23,운동·헬스,2026-03-26,12.03872
2026-04-23,운동·헬스,2026-03-27,11.47459
2026-04-23,운동·헬스,2026-03-28,14.57428
2026-04-23,운동·헬스,2026-03-29,15.50914
2026-04-23,운동·헬스,2026-03-30,12.98478
2026-04-23,운동·헬스,2026-03-31,13.17766
2026-04-23,운동·헬스,2026-04-01,12.85557
2026-04-23,운동·헬스,2026-04-02,11.92683
2026-04-23,운동·헬스,2026-04-03,12.35133
2026-04-23,운동·헬스,2026-04-04,14.65806
2026-04-23,운동·헬스,2026-04-05,14.83064
2026-04-23,운동·헬스,2026-04-06,12.4295
2026-04-23,운동·헬스,2026-04-07,12.3486
2026-04-23,운동·헬스,2026-04-08,12.2925
2026-04-23,운동·헬스,2026-04-09,12.09242
2026-04-23,운동·헬스,2026-04-10,11.97417
2026-04-23,운동·헬스,2026-04-11,14.58106
2026-04-23,운동·헬스,2026-04-12,15.23562
2026-04-23,운동·헬스,2026-04-13,13.06465
2026-04-23,운동·헬스,2026-04-14,12.72946
2026-04-23,운동·헬스,2026-04-15,12.38938
