date,keyword,source,ratio
2026-03-15,건강 검진,related_top(건강),
2026-03-15,정신 건강 복지 센터,related_top(건강),
2026-03-15,국민 건강 보험 공단,related_top(건강),
2026-03-15,건강 검진 비용,related_top(건강),
2026-03-15,종합 건강 검진,related_top(건강),
2026-03-15,국립 정신 건강 센터,related_top(건강),
2026-03-15,국가 건강 검진,related_top(건강),
2026-03-15,건강 보험 심사 평가원,related_top(건강),
2026-03-15,건강 관리 협회,related_top(건강),
2026-03-15,건강 검진 대상자,related_top(건강),
2026-03-15,건강검진,naver,16.77164
2026-03-15,다이어트,naver,12.11414
2026-03-15,운동·헬스,naver,16.80274
2026-03-15,영양·건강기능식품,naver,41.71527
2026-03-15,정신건강,naver,12.59622
