date,keyword,source,ratio
2026-05-03,건강 검진,related_top(건강),
2026-05-03,국민 건강,related_top(건강),
2026-05-03,건강 보험 공단,related_top(건강),
2026-05-03,국민 건강 보험 공단,related_top(건강),
2026-05-03,국가 건강 검진,related_top(건강),
2026-05-03,건강 검진 비용,related_top(건강),
2026-05-03,건강 검진 예약,related_top(건강),
2026-05-03,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-05-03,kmi 건강 검진,related_top(건강),
2026-05-03,다크 모드 눈 건강,related_top(건강),
2026-05-03,건강검진,naver,18.2183
2026-05-03,다이어트,naver,11.66399
2026-05-03,운동·헬스,naver,15.88193
2026-05-03,영양·건강기능식품,naver,42.09917
2026-05-03,정신건강,naver,12.13662
