date,keyword,source,ratio
2026-05-14,건강 검진,related_top(건강),
2026-05-14,건강 보험,related_top(건강),
2026-05-14,건강 보험 공단,related_top(건강),
2026-05-14,국민 건강 보험,related_top(건강),
2026-05-14,정신 건강 의학과,related_top(건강),
2026-05-14,국민 건강 보험 공단,related_top(건강),
2026-05-14,건강 검진 센터,related_top(건강),
2026-05-14,건강 검진 예약,related_top(건강),
2026-05-14,건강 관리 협회,related_top(건강),
2026-05-14,kmi 건강 검진,related_top(건강),
2026-05-14,건강검진,naver,25.16133
2026-05-14,다이어트,naver,11.0844
2026-05-14,운동·헬스,naver,12.8622
2026-05-14,영양·건강기능식품,naver,40.57953
2026-05-14,정신건강,naver,10.31254
