date,keyword,source,ratio
2026-03-16,건강 검진,related_top(건강),
2026-03-16,건강 보험,related_top(건강),
2026-03-16,국민 건강,related_top(건강),
2026-03-16,건강 보험 공단,related_top(건강),
2026-03-16,국민 건강 보험,related_top(건강),
2026-03-16,국민 건강 보험 공단,related_top(건강),
2026-03-16,건강 검진 센터,related_top(건강),
2026-03-16,국가 건강 검진,related_top(건강),
2026-03-16,건강 검진 예약,related_top(건강),
2026-03-16,건강 검진 비용,related_top(건강),
2026-03-16,건강검진,naver,13.79568
2026-03-16,다이어트,naver,12.21301
2026-03-16,운동·헬스,naver,18.74745
2026-03-16,영양·건강기능식품,naver,43.8052
2026-03-16,정신건강,naver,11.43866
