date,keyword,source,ratio
2026-06-06,건강 검진,related_top(건강),
2026-06-06,건강 보험,related_top(건강),
2026-06-06,정신 건강 의학과,related_top(건강),
2026-06-06,건강 보험 공단,related_top(건강),
2026-06-06,국민 건강 보험,related_top(건강),
2026-06-06,국민 건강 보험 공단,related_top(건강),
2026-06-06,건강 검진 센터,related_top(건강),
2026-06-06,건강 정보,related_top(건강),
2026-06-06,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-06-06,건강 검진 예약,related_top(건강),
2026-06-06,건강검진,naver,26.56781
2026-06-06,다이어트,naver,10.84337
2026-06-06,운동·헬스,naver,13.87859
2026-06-06,영양·건강기능식품,naver,38.22985
2026-06-06,정신건강,naver,10.48038
