date,keyword,source,ratio
2026-04-19,건강 검진,related_top(건강),
2026-04-19,건강 보험 공단,related_top(건강),
2026-04-19,국민 건강 보험 공단,related_top(건강),
2026-04-19,건강 검진 예약,related_top(건강),
2026-04-19,건강 보험 심사 평가원,related_top(건강),
2026-04-19,국가 건강 검진,related_top(건강),
2026-04-19,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-04-19,국립 정신 건강 센터,related_top(건강),
2026-04-19,한국 건강 관리 협회,related_top(건강),
2026-04-19,kmi 건강 검진,related_top(건강),
2026-04-19,건강검진,naver,16.43941
2026-04-19,다이어트,naver,12.57031
2026-04-19,운동·헬스,naver,14.48781
2026-04-19,영양·건강기능식품,naver,44.54577
2026-04-19,정신건강,naver,11.95671
