date,keyword,source,ratio
2026-07-20,건강 검진,related_top(건강),
2026-07-20,건강 보험 공단,related_top(건강),
2026-07-20,국민 건강 보험 공단,related_top(건강),
2026-07-20,국가 건강 검진,related_top(건강),
2026-07-20,건강 검진 예약,related_top(건강),
2026-07-20,건강 관리 협회,related_top(건강),
2026-07-20,건강 검진 금식,related_top(건강),
2026-07-20,kmi 건강 검진,related_top(건강),
2026-07-20,건강 보험 심사 평가원,related_top(건강),
2026-07-20,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-07-20,건강검진,naver,17.46887
2026-07-20,다이어트,naver,13.35335
2026-07-20,운동·헬스,naver,18.35203
2026-07-20,영양·건강기능식품,naver,40.86373
2026-07-20,정신건강,naver,9.96202
