date,keyword,source,ratio
2026-06-13,건강 검진,related_top(건강),
2026-06-13,건강 보험,related_top(건강),
2026-06-13,정신 건강 의학과,related_top(건강),
2026-06-13,건강 보험 공단,related_top(건강),
2026-06-13,국민 건강 보험 공단,related_top(건강),
2026-06-13,국가 건강 검진,related_top(건강),
2026-06-13,건강 검진 비용,related_top(건강),
2026-06-13,건강 보험 심사 평가원,related_top(건강),
2026-06-13,건강 검진 결과,related_top(건강),
2026-06-13,건강 검진 예약,related_top(건강),
2026-06-13,건강검진,naver,24.60651
2026-06-13,다이어트,naver,10.50817
2026-06-13,운동·헬스,naver,13.78354
2026-06-13,영양·건강기능식품,naver,40.03898
2026-06-13,정신건강,naver,11.06281
