date,keyword,source,ratio
2026-04-08,건강 검진,related_top(건강),
2026-04-08,국민 건강,related_top(건강),
2026-04-08,정신 건강 의학과,related_top(건강),
2026-04-08,건강 보험 공단,related_top(건강),
2026-04-08,국민 건강 보험,related_top(건강),
2026-04-08,국민 건강 보험 공단,related_top(건강),
2026-04-08,건강 식품,related_top(건강),
2026-04-08,국가 건강 검진,related_top(건강),
2026-04-08,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-04-08,건강 기능 식품,related_top(건강),
2026-04-08,건강검진,naver,24.36844
2026-04-08,다이어트,naver,10.51448
2026-04-08,운동·헬스,naver,12.3486
2026-04-08,영양·건강기능식품,naver,42.42704
2026-04-08,정신건강,naver,10.34145
