date,keyword,source,ratio
2026-08-08,건강 검진,related_top(건강),
2026-08-08,건강 보험,related_top(건강),
2026-08-08,정신 건강,related_top(건강),
2026-08-08,국민 건강,related_top(건강),
2026-08-08,건강 보험 공단,related_top(건강),
2026-08-08,국민 건강 보험 공단,related_top(건강),
2026-08-08,건강 관리 협회,related_top(건강),
2026-08-08,국가 건강 검진,related_top(건강),
2026-08-08,건강 검진 비용,related_top(건강),
2026-08-08,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-08-08,건강검진,naver,27.33195
2026-08-08,다이어트,naver,10.38553
2026-08-08,운동·헬스,naver,13.79628
2026-08-08,영양·건강기능식품,naver,38.92083
2026-08-08,정신건강,naver,9.56542
