date,keyword,source,ratio
2026-02-28,건강 검진,related_top(건강),
2026-02-28,건강 보험,related_top(건강),
2026-02-28,국민 건강 보험,related_top(건강),
2026-02-28,건강 보험 공단,related_top(건강),
2026-02-28,정신 건강 의학과,related_top(건강),
2026-02-28,국민 건강 보험 공단,related_top(건강),
2026-02-28,영유아 건강 검진,related_top(건강),
2026-02-28,건강 검진 센터,related_top(건강),
2026-02-28,건강 in,related_top(건강),
2026-02-28,건강 검진 결과,related_top(건강),
2026-02-28,건강검진,naver,24.84572
2026-02-28,다이어트,naver,10.18916
2026-02-28,운동·헬스,naver,14.42179
2026-02-28,영양·건강기능식품,naver,38.90529
2026-02-28,정신건강,naver,11.63805
