date,keyword,source,ratio
2026-08-02,건강 검진,related_top(건강),
2026-08-02,건강 보험,related_top(건강),
2026-08-02,정신 건강,related_top(건강),
2026-08-02,건강 보험 공단,related_top(건강),
2026-08-02,국민 건강 보험,related_top(건강),
2026-08-02,건강 검진 예약,related_top(건강),
2026-08-02,국민 건강 보험 공단,related_top(건강),
2026-08-02,건강 검진 결과,related_top(건강),
2026-08-02,건강 검진 비용,related_top(건강),
2026-08-02,kmi 건강 검진,related_top(건강),
2026-08-02,건강검진,naver,19.8115
2026-08-02,다이어트,naver,12.09063
2026-08-02,운동·헬스,naver,17.09825
2026-08-02,영양·건강기능식품,naver,41.03199
2026-08-02,정신건강,naver,9.96763
