date,keyword,source,ratio
2026-06-01,건강 검진,related_top(건강),
2026-06-01,국민 건강 보험,related_top(건강),
2026-06-01,건강 보험 공단,related_top(건강),
2026-06-01,국민 건강 보험 공단,related_top(건강),
2026-06-01,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-06-01,국민 건강 보험 공단 노인 장기 요양 보험,related_top(건강),
2026-06-01,kmi 건강 검진,related_top(건강),
2026-06-01,국가 건강 검진,related_top(건강),
2026-06-01,건강 검진 결과,related_top(건강),
2026-06-01,건강 검진 대상자,related_top(건강),
2026-06-01,건강검진,naver,15.22817
2026-06-01,다이어트,naver,13.62299
2026-06-01,운동·헬스,naver,17.7578
2026-06-01,영양·건강기능식품,naver,42.5582
2026-06-01,정신건강,naver,10.83284
