date,keyword,source,ratio
2026-03-20,건강 검진,related_top(건강),
2026-03-20,건강 보험,related_top(건강),
2026-03-20,국민 건강,related_top(건강),
2026-03-20,건강 검진 병원,related_top(건강),
2026-03-20,건강 보험 공단,related_top(건강),
2026-03-20,국민 건강 보험,related_top(건강),
2026-03-20,정신 건강 의학과,related_top(건강),
2026-03-20,국민 건강 보험 공단,related_top(건강),
2026-03-20,건강 검진 비용,related_top(건강),
2026-03-20,건강 검진 결과,related_top(건강),
2026-03-20,건강검진,naver,25.98784
2026-03-20,다이어트,naver,11.2462
2026-03-20,운동·헬스,naver,11.97685
2026-03-20,영양·건강기능식품,naver,40.68857
2026-03-20,정신건강,naver,10.10054
