date,keyword,source,ratio
2026-09-25,건강 검진,related_top(건강),
2026-09-25,건강 보험,related_top(건강),
2026-09-25,정신 건강 의학과,related_top(건강),
2026-09-25,시진핑 건강,related_top(건강),
2026-09-25,세균,related_top(건강),
2026-09-25,한국 건강 관리 협회,related_top(건강),
2026-09-25,건강 검진 예약,related_top(건강),
2026-09-25,국가 건강 검진,related_top(건강),
2026-09-25,건강 보험 공단,related_top(건강),
2026-09-25,국민 건강 보험 공단,related_top(건강),
2026-09-25,건강검진,naver,16.39714
2026-09-25,다이어트,naver,9.13199
2026-09-25,운동·헬스,naver,19.33412
2026-09-25,영양·건강기능식품,naver,44.42331
2026-09-25,정신건강,naver,10.71344
