date,keyword,source,ratio
2026-09-03,건강 검진,related_top(건강),
2026-09-03,건강 보험,related_top(건강),
2026-09-03,국민 건강,related_top(건강),
2026-09-03,건강 보험 공단,related_top(건강),
2026-09-03,정신 건강 의학과,related_top(건강),
2026-09-03,국민 건강 보험,related_top(건강),
2026-09-03,국민 건강 보험 공단,related_top(건강),
2026-09-03,건강 식품,related_top(건강),
2026-09-03,건강 검진 센터,related_top(건강),
2026-09-03,국가 건강 검진,related_top(건강),
2026-09-03,건강검진,naver,28.30013
2026-09-03,다이어트,naver,9.13548
2026-09-03,운동·헬스,naver,12.89021
2026-09-03,영양·건강기능식품,naver,41.15931
2026-09-03,정신건강,naver,8.51486
