date,keyword,source,ratio
2026-02-27,건강 검진,related_top(건강),
2026-02-27,건강 보험,related_top(건강),
2026-02-27,국민 건강,related_top(건강),
2026-02-27,건강 검진 병원,related_top(건강),
2026-02-27,건강 보험 공단,related_top(건강),
2026-02-27,국민 건강 보험,related_top(건강),
2026-02-27,국민 건강 보험 공단,related_top(건강),
2026-02-27,정신 건강 의학과,related_top(건강),
2026-02-27,건강 검진 센터,related_top(건강),
2026-02-27,영유아 건강 검진,related_top(건강),
2026-02-27,건강검진,naver,26.48979
2026-02-27,다이어트,naver,10.10064
2026-02-27,운동·헬스,naver,13.46752
2026-02-27,영양·건강기능식품,naver,38.9692
2026-02-27,정신건강,naver,10.97286
