date,keyword,source,ratio
2026-04-25,건강 검진,related_top(건강),
2026-04-25,건강 보험,related_top(건강),
2026-04-25,국민 건강,related_top(건강),
2026-04-25,건강 보험 공단,related_top(건강),
2026-04-25,국민 건강 보험,related_top(건강),
2026-04-25,건강 보험료,related_top(건강),
2026-04-25,국민 건강 보험 공단,related_top(건강),
2026-04-25,건강 검진 비용,related_top(건강),
2026-04-25,국가 건강 검진,related_top(건강),
2026-04-25,건강 보험 심사 평가원,related_top(건강),
2026-04-25,건강검진,naver,23.48125
2026-04-25,다이어트,naver,10.63674
2026-04-25,운동·헬스,naver,12.10615
2026-04-25,영양·건강기능식품,naver,42.43731
2026-04-25,정신건강,naver,11.33855
