date,keyword,source,ratio
2026-03-28,건강 검진,related_top(건강),
2026-03-28,건강 보험,related_top(건강),
2026-03-28,정신 건강 의학과,related_top(건강),
2026-03-28,국민 건강 보험,related_top(건강),
2026-03-28,건강 보험 공단,related_top(건강),
2026-03-28,국민 건강 보험 공단,related_top(건강),
2026-03-28,건강 관리 협회,related_top(건강),
2026-03-28,건강 in,related_top(건강),
2026-03-28,건강 기능 식품,related_top(건강),
2026-03-28,건강 검진 예약,related_top(건강),
2026-03-28,건강검진,naver,25.82677
2026-03-28,다이어트,naver,11.32426
2026-03-28,운동·헬스,naver,11.47459
2026-03-28,영양·건강기능식품,naver,40.02148
2026-03-28,정신건강,naver,11.3529
