date,keyword,source,ratio
2026-06-27,건강 검진,related_top(건강),
2026-06-27,건강 보험,related_top(건강),
2026-06-27,정신 건강 의학과,related_top(건강),
2026-06-27,건강 보험 공단,related_top(건강),
2026-06-27,국민 건강 보험 공단,related_top(건강),
2026-06-27,건강 검진 결과,related_top(건강),
2026-06-27,건강 검진 비용,related_top(건강),
2026-06-27,건강 보험 심사 평가원,related_top(건강),
2026-06-27,건강 검진 예약,related_top(건강),
2026-06-27,건강 관리 협회,related_top(건강),
2026-06-27,건강검진,naver,24.44529
2026-06-27,다이어트,naver,9.69056
2026-06-27,운동·헬스,naver,14.1132
2026-06-27,영양·건강기능식품,naver,42.31699
2026-06-27,정신건강,naver,9.43396
