date,keyword,source,ratio
2026-06-18,건강 검진,related_top(건강),
2026-06-18,건강 보험,related_top(건강),
2026-06-18,국민 건강,related_top(건강),
2026-06-18,정신 건강 의학과,related_top(건강),
2026-06-18,건강 보험 공단,related_top(건강),
2026-06-18,국민 건강 보험,related_top(건강),
2026-06-18,국민 건강 보험 공단,related_top(건강),
2026-06-18,건강 식품,related_top(건강),
2026-06-18,건강 검진 센터,related_top(건강),
2026-06-18,국가 건강 검진,related_top(건강),
2026-06-18,건강검진,naver,25.28533
2026-06-18,다이어트,naver,10.8198
2026-06-18,운동·헬스,naver,13.40247
2026-06-18,영양·건강기능식품,naver,40.65741
2026-06-18,정신건강,naver,9.835
