date,keyword,source,ratio
2026-08-22,건강 검진,related_top(건강),
2026-08-22,건강 보험,related_top(건강),
2026-08-22,건강 보험 공단,related_top(건강),
2026-08-22,국민 건강 보험 공단,related_top(건강),
2026-08-22,건강 관리 협회,related_top(건강),
2026-08-22,건강 검진 예약,related_top(건강),
2026-08-22,건강 검진 결과,related_top(건강),
2026-08-22,국가 건강 검진,related_top(건강),
2026-08-22,채용 건강 검진,related_top(건강),
2026-08-22,한국 건강 관리 협회,related_top(건강),
2026-08-22,건강검진,naver,28.20549
2026-08-22,다이어트,naver,9.71998
2026-08-22,운동·헬스,naver,12.48509
2026-08-22,영양·건강기능식품,naver,40.15721
2026-08-22,정신건강,naver,9.43224
