date,keyword,source,ratio
2026-03-22,건강 검진,related_top(건강),
2026-03-22,국민 건강 보험,related_top(건강),
2026-03-22,정신 건강 의학과,related_top(건강),
2026-03-22,건강 보험 공단,related_top(건강),
2026-03-22,국민 건강 보험 공단,related_top(건강),
2026-03-22,건강 검진 예약,related_top(건강),
2026-03-22,건강 검진 결과,related_top(건강),
2026-03-22,건강 보험 심사 평가원,related_top(건강),
2026-03-22,kmi 건강 검진,related_top(건강),
2026-03-22,건강 검진 대상자,related_top(건강),
2026-03-22,건강검진,naver,18.17959
2026-03-22,다이어트,naver,12.54694
2026-03-22,운동·헬스,naver,14.75102
2026-03-22,영양·건강기능식품,naver,42.76735
2026-03-22,정신건강,naver,11.7551
