date,keyword,source,ratio
2026-08-21,건강 검진,related_top(건강),
2026-08-21,정신 건강,related_top(건강),
2026-08-21,국민 건강,related_top(건강),
2026-08-21,건강 보험 공단,related_top(건강),
2026-08-21,국민 건강 보험,related_top(건강),
2026-08-21,국가 건강 검진,related_top(건강),
2026-08-21,국민 건강 보험 공단,related_top(건강),
2026-08-21,건강 검진 예약,related_top(건강),
2026-08-21,건강 관리 협회,related_top(건강),
2026-08-21,건강 검진 결과,related_top(건강),
2026-08-21,건강검진,naver,29.07228
2026-08-21,다이어트,naver,9.82438
2026-08-21,운동·헬스,naver,11.93688
2026-08-21,영양·건강기능식품,naver,40.86918
2026-08-21,정신건강,naver,8.29728
