date,keyword,source,ratio
2026-09-13,건강 검진,related_top(건강),
2026-09-13,정신 건강 의학과,related_top(건강),
2026-09-13,국가 건강 검진,related_top(건강),
2026-09-13,건강 관리 협회,related_top(건강),
2026-09-13,건강 검진 예약,related_top(건강),
2026-09-13,국민 건강 보험 공단,related_top(건강),
2026-09-13,건강 검진 금식,related_top(건강),
2026-09-13,건강 검진 대상자,related_top(건강),
2026-09-13,kmi 건강 검진,related_top(건강),
2026-09-13,건강 보험 심사 평가원,related_top(건강),
2026-09-13,건강검진,naver,19.78541
2026-09-13,다이어트,naver,9.8927
2026-09-13,운동·헬스,naver,14.04666
2026-09-13,영양·건강기능식품,naver,44.9749
2026-09-13,정신건강,naver,11.30032
