date,keyword,source,ratio
2026-09-15,건강 검진,related_top(건강),
2026-09-15,건강 보험,related_top(건강),
2026-09-15,국민 건강,related_top(건강),
2026-09-15,건강 보험 공단,related_top(건강),
2026-09-15,국민 건강 보험,related_top(건강),
2026-09-15,국가 건강 검진,related_top(건강),
2026-09-15,건강 관리 협회,related_top(건강),
2026-09-15,건강 검진 결과,related_top(건강),
2026-09-15,건강 검진 비용,related_top(건강),
2026-09-15,건강 검진 예약,related_top(건강),
2026-09-15,건강검진,naver,31.21838
2026-09-15,다이어트,naver,8.38666
2026-09-15,운동·헬스,naver,10.83074
2026-09-15,영양·건강기능식품,naver,40.40349
2026-09-15,정신건강,naver,9.16072
