date,keyword,rank,title,source,published,url
2026-08-31,건강 검진,1,"건협 서울강남지부, 성인·청소년 마음건강검진 운영 - 의학신문",의학신문,"Mon, 31 Aug 2026 02:22:41 GMT",https://news.google.com/rss/articles/CBMiakFVX3lxTFBIUm40Y1FheDRzTjhrU21OcUJtdF9YSlZvRFFBTnRkOU11X3hJLVNqN2lxT1loRUVtbFZqMXg5YlFUSkZxZFBhaVplVVpOcndyeFh3NEFUbGk0bXo4OFFFc3pGakxqSkpYRVE?oc=5
2026-08-31,건강 검진,2,"서천군, 여성농업인 특수건강검진 2차 시행… 검진비 전액 지원 - 농수축산신문",농수축산신문,"Mon, 31 Aug 2026 00:20:50 GMT",https://news.google.com/rss/articles/CBMibEFVX3lxTFBEU0VyWFNNMjI1MnFfTUQxVmpoeFNxdG1JUkJGUzdRRVpHaHFRUURKcXhRbC1uZFV2TGpZTmFabzA0aHNVZkhXTnZicWNad0dfZVRhLTVXcFRvYk9Md0RVejZ0SmQ0UUhGQUtfMw?oc=5
2026-08-31,건강 검진,3,"AFS(아프스), KMI한국의학연구소와 스마트 헬스 체험존 MOU 체결 - 바이오타임즈",바이오타임즈,"Mon, 31 Aug 2026 03:35:34 GMT",https://news.google.com/rss/articles/CBMibEFVX3lxTE5aWVR1SjR6di1zWE1SYzNhbjl0bjVWOS02QThIdGg2ZF8tcGlFYUJsUjBWYjhJWVpkTFU5Zm5Nc1BsOW5qQ3R3YTl5a0t6S0cwZWdRWDc2TjFqbUQ0b3lJT0wtX2NZaEs4RWg3MA?oc=5
2026-08-31,건강 검진,4,"""폭우·산불 후 PTSD·암 발생까지""…기후재난 건강영향 3년 추적 검토 - 진일보",진일보,"Sun, 30 Aug 2026 23:56:52 GMT",https://news.google.com/rss/articles/CBMib0FVX3lxTE5Bb2ZHSktSVnhOVlpzcUkxYWtrcG9GNnJTWDhfbWxQQmkxQXo0cVVmQjNaN0dBeERYdks2VEhnbmRyajhkWmtfOVotRWNZd1pEdmZwdVhYbkJpX2l3ZFBpRlFSajgySkUxZ3diLXQ4NA?oc=5
2026-08-31,건강 검진,5,"광주시 쌍령동 지역사회보장협의체, 취약계층 어르신 건강검진비 지원 - 비전21뉴스",비전21뉴스,"Mon, 31 Aug 2026 02:31:00 GMT",https://news.google.com/rss/articles/CBMiYEFVX3lxTFA5R01IWHFUM1dsQUQ5eS05eUxOVVpDZllMSGIxaTRrYUZRb2hHT3A5eHdFTlpickxrUXZYdVdqS1hLLXFSRjBsb2ZfNEQ0N0ZGc2F4YWJVYW10TEZweTNFaw?oc=5
2026-08-31,건강 검진,6,하노이시는 시급히 건강 검진을 실시하고 학교 건강 데이터의 디지털화를 추진하고 있습니다. - Vietnam.vn,Vietnam.vn,"Mon, 31 Aug 2026 03:24:53 GMT",https://news.google.com/rss/articles/CBMikgFBVV95cUxObUpuVTFkOTJUUkJoVXhOVl9WR2Vwd2ZScHNXbjIwa0VKMVJxai1JQzFzdkwyY2lpT25OaDVLdzVsYlRwSXVDSm1nZ3FIR1RhVjFSdmRITHE2MWdRM3NVaUF5ZWhsNm1ObmhaTWZ3VThWWUtFTVZpbFNjS2FJT1VFZWFJb2lwa2RNMGlOcjFvbzdNQQ?oc=5
2026-08-31,건강 검진,7,"""건강검진 예약하고 식당 위치 추천까지 척척""…'모두의 AI'가 국민 삶 바꾼다 - 네이트",네이트,"Sun, 30 Aug 2026 21:01:00 GMT",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5ydV8weG81ME0wN1BIYldMWG9KbHJVLTNtMWtnSDhoQmI2Tkdab3M5SC16aFBORDZGX3Vpd2NpQmhRbEJxMlJzRnJsWUtPa1ZfcDNJ?oc=5
2026-08-31,건강 검진,8,"서천군, 여성농업인 건강 챙긴다… 특수건강검진 2차 실시 - 영남신문",영남신문,"Sun, 30 Aug 2026 10:08:10 GMT",https://news.google.com/rss/articles/CBMibkFVX3lxTE52MHR2YlhZVXZhZG1pNG11eU1OOGdNWERqN01OaEt1aDV3SVJDRmxhbjFjV3ZFYVNzLWE3ZjRkc3h6VlZnZkE3T0pfVkdZNXkxOXBqMTBrLUE0WDN1WnhLSzNBQzNfQ0xnUEwtR3BR?oc=5
2026-08-31,건강 검진,9,결핵도 암도 아니라는데… 건강검진서 발견된 ‘폐 이상’ 정체는? - 헬스조선,헬스조선,"Thu, 27 Aug 2026 01:17:00 GMT",https://news.google.com/rss/articles/CBMif0FVX3lxTFBUQk1yZmNoZ0JkMGtJbVVSYndvMEpTckF4bEh4d29DYUlMa25PYk1DX01jUktleVd4UkhhZV9BaGJVWVRIQU9IVUI3d1kwTnVsbDczWU1RQ216SG1iWDlrSk9WNjBQRWI1MTlUVmlhbjJDbDN3eVBlRS0yTGJ6SlU?oc=5
2026-08-31,건강 검진,10,"하노이, 220만 명이 넘는 학생 대상 무료 건강검진에 박차 - Thông tấn xã Việt Nam (TTXVN)",Thông tấn xã Việt Nam (TTXVN),"Sat, 29 Aug 2026 01:30:00 GMT",https://news.google.com/rss/articles/CBMi-gVBVV95cUxPc083MEFkUk9iTE5jMjIxVFZ5WGVPMUlzamJfME1kT19qNWZ3Q3R5NkNYX2VVamVKN09KUnhZeTAwR0JSY1Z0b05oREo4Y1NGUVA0YTllYTRBVndDTC1XR3hIUHFJblF3Q2g0ZjEwUTd2cXJRb2xTODZLeUhURUtjQmF4X05Ia3d2dWlSTUpMM3EzS1ZneGFGMFNMTTlLdzU3aGtja1ZVdDlaVHpXOG4yZGpHeHhsN2Z2NVdjZ29PUGpsSWxIcHZqcUl6WlpWX0ZzSDRXV2poWXFSMVM5MjhrYkJ2SWRwbV9ta0JvRmJiV1QwbjNHT1RKTjNCdDZ5Y2s4d1ZNc2R5bEttVDliTjJYVFRVZjBfTjJmQThVbkVZQTVFbnFqMkdTbnRxaU1Bazh3MTVNTGxuYlZyU3h3bVJNNlFqaVZVdlA3Ymc2YXcxQ1FXc1FGMlFtQUZIdE94cmFSdFRQdzZVcWVMV0xLVlUyZ1dINTRXRzltd2NwaGtsNnJvRmdqSjhXc25Ja2FFSURlOV9sT0VCSDlzb2RlSm1fZnpLVmx1OXhfa0ZNVHJMcUROYXhadkJMRTFfM1ZVWnJDZkhUdU9MMGNON041OGsySzhNOHZQYk1nNjkycTFkSWh2WHhEcllWU3Utc25rQ1VkRHVjNUZ1MG5YNHUzckFBQVhhQWJ4Y2ZvZ0ZGUVBrZDIySjVSOE1OS29yV2kySW5OakpTRHVkMnZvRi0yQ2tVRXIwTjZvZlJBVnN1RGFfV1V1MV9PTDVTbDFTMy1Ya0VVTGEtbXhCLUtMV1dFOWpDQkRNRUNxZXlIYm9PTmpqNTFRYXpVNVR2X210TTZldDdBc0tpTmJ0czJ5VnpYTUM5UjBlR2Zlc1A4dkpFZTJyTlBTR0ZLMVE0TXVwR3JnSXhTUUFKelJVcEpLY2JfbHgtZ2JpY0dHU1lsZ3BMamMtTEc0dXpWMGEyMnhyRkx3VTl6R3R4bkc1cTBiRW9VVHk0S2w2bjRKVGZnMlE?oc=5
2026-08-31,건강 보험,1,의료비 많이 쓴 226만명에 3조원 환급…1인당 평균 136만원 - v.daum.net,v.daum.net,"Sun, 30 Aug 2026 03:01:52 GMT",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBuQkNJbkVtSWZFQ2R5X2FYUHh4VTFxWjB4dVN1TEhsTllzMGxxeXAxcHBLbXFBeDNvcENwZnZlbEdWQzlxNkZuQlpoWWdWTmc?oc=5
2026-08-31,건강 보험,2,"지난해 병원비 많이 쓴 226만명, 1인당 136만원 돌려받는다 - 중앙일보",중앙일보,"Sun, 30 Aug 2026 03:06:37 GMT",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBOVHZOVUZGLTllQWVUbWpuQkZNZERYOWJWWjNEMTJVSHpHbWJrSlJCbzB4WXAwYWxwMUJEMW5xa3JqTUNhN1U5enVmR3h3Y2pNckFGS1h3?oc=5
2026-08-31,건강 보험,3,"국민건강보험공단,「2025년 주요수술 통계연보」 발간 - 한국의약통신",한국의약통신,"Mon, 31 Aug 2026 01:42:07 GMT",https://news.google.com/rss/articles/CBMia0FVX3lxTE8wUEtobE1WNHFkZE5uSGdpRzBSYU1qdHQwMTRmNDlPa0lnMG5xcEZyZjY1Q0NIZHFpUFlNbnZHRGJ6N3VEbTRWSmdHbEtrNXQzY3RaTTdhVVBldEdTeTdXTEs2X0FIcm9Jbml3?oc=5
2026-08-31,건강 보험,4,"한국머크 헬스케어, ‘퍼고베리스 펜주’ 건강보험 급여 적용 - 의학신문",의학신문,"Mon, 31 Aug 2026 01:19:45 GMT",https://news.google.com/rss/articles/CBMiakFVX3lxTE9INGJtcGJ4ZlhNbVRBU25LdTJsVmhpT01LOHFPMk4wSWZjV3N4UGVrbDdZa19nLW93WUpDbUVKbWVSVkFuUlhXQ0tsTGFtbHBIU3hpSDZBcW1yQVB4VGFOYnlBeUFFSVMybmc?oc=5
2026-08-31,건강 보험,5,국민 226만명 건강보험 환급…1인당 평균 136만원 - 데일리메디,데일리메디,"Sun, 30 Aug 2026 05:27:54 GMT",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBvcXdBUzFGVHNEeHI5WmUxYTJJQkhCU2s5aDZ1eGFMd0JBTlVvcjNkdFZqVFNRbl9uN0p1aXp0NE5nWXdTNjlrMjhWdURVcnNHWFFTM1hicW5mVG9KVld3bThEWHVYLW5L?oc=5
2026-08-31,건강 보험,6,"머크, 난임 치료제 ‘퍼고베리스 펜주’ 건강보험 급여 적용 - 약업신문",약업신문,"Sun, 30 Aug 2026 23:48:00 GMT",https://news.google.com/rss/articles/CBMid0FVX3lxTE91YkpZTTFKbVlyY3ozNU81SGItZXJab210akdhbTd6YktCZjdoZVkxOWJ0aDVtbTg1WVJQV2U2eVdSbWUzRE55ZVRrMjJrRmFLUHhyMjdZN1lMT2tpMFpkMEFpWkVxR3ROWjUtanc0Q24tVG5NbWZz?oc=5
2026-08-31,건강 보험,7,"주요수술 진료비 10조 넘어, 60대 이상 65.3% 차지 - 이투데이",이투데이,"Mon, 31 Aug 2026 01:00:00 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1lV3Z2MGxWVXdtb01obW1ZVkhDTTFZM2VaTHgwWENXWVBEQ0ZLNUNKaGhBSGV3WFpVUlFqb0xTbXo4X29NZkk5U1YyYmJ4UXFxRU12WWRNWk1uZw?oc=5
2026-08-31,건강 보험,8,"커리어넷, 한국보건산업진흥원·건강보험심사평가원 등 채용 소식 발 - 경인뷰",경인뷰,"Mon, 31 Aug 2026 02:19:29 GMT",https://news.google.com/rss/articles/CBMiYkFVX3lxTE1DekgyTzVNbW9KdGF0XzFPVmpNbUtJOUFDY1B6WWRkcVBmZmxXb2VGb0cyMzdYSFF2NzlVQUd6MmtMclFFUnhHWUNNckluZjNGd24yT3FQTzE3MDg3SEV5Mi1R?oc=5
2026-08-31,건강 보험,9,"법원, 한의원 자보 입원 적정성 낱낱이 살핀다 - 의협신문",의협신문,"Sun, 30 Aug 2026 21:00:00 GMT",https://news.google.com/rss/articles/CBMickFVX3lxTE9GcTdyOGtHN0x3R0tvN0NOeHBBLVBsZFpvaTJYTDB3bWJEOVk5TEtMempQVHd1bTd6Ml8zMzZhcUZjbUpXaGRiQTVWWlVhUzlPNnZWOHNxaVlUQ2JLX3RyZzZTOFhDcW55WU9OQ0xYSW5udw?oc=5
2026-08-31,건강 보험,10,"한국머크 '퍼고베리스 펜주', 9월부터 건강보험 급여 적용 - 보건신문",보건신문,"Mon, 31 Aug 2026 01:48:36 GMT",https://news.google.com/rss/articles/CBMiY0FVX3lxTE9SME1yWk9Va0hZUUNUbkJUU0hsRkVNSUpSZzhqcTBQdFQxU243bUVWZkJSZ1BiaGtvT2pQYlQtLWJxS1JWVWc0MWs1SHQteWlqWnU2ZVdyTzJINExXRmlNX3F3MA?oc=5
2026-08-31,국민 건강,1,"'청소년 비만 탈출' 건보공단 부울경, ‘밸런스 UP! 건강캠프’ 출범 - 데일리한국",데일리한국,"Mon, 31 Aug 2026 02:35:48 GMT",https://news.google.com/rss/articles/CBMib0FVX3lxTE00eVF1ZENEWTRIMlNpRFZjX0tsMzJzd3htYnJnaE84RXg1T3cyVHZnZ2J4TGNnNTVCbERlZzllX3FpNWtVQV9tLXUxVV9jbXFSTFlqNy1KWUhiUl9ueUVaR2JWTXhtd0hCYW9sd0VTZ9IBc0FVX3lxTFB2R3NQZVVITGo3WVExNTltTGY5OXRPRWxHZXlhb21uV25LM09pZHRNRU5lQTBLMXJkY2hCUmtfS3V4VVJ6cVJ4Q0RNSFBKbGhYNmhfcm02SmRpbWxLSllpZ1BJZVBfYUg2NVN3Sm1WU09nd28?oc=5
2026-08-31,국민 건강,2,"주요수술 진료비 10조 넘어, 60대 이상 65.3% 차지 - 이투데이",이투데이,"Mon, 31 Aug 2026 01:00:00 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1lV3Z2MGxWVXdtb01obW1ZVkhDTTFZM2VaTHgwWENXWVBEQ0ZLNUNKaGhBSGV3WFpVUlFqb0xTbXo4X29NZkk5U1YyYmJ4UXFxRU12WWRNWk1uZw?oc=5
2026-08-31,국민 건강,3,"지난해 병원비 많이 쓴 226만명, 1인당 136만원 돌려받는다 - v.daum.net",v.daum.net,"Sun, 30 Aug 2026 03:08:36 GMT",https://news.google.com/rss/articles/CBMiRkFVX3lxTE9mbE9pX2xCX3BrT085WUd4LUlnbUl1dmduSi16MlQzVVVTR2xoSmwtek9NWTFmeEt1aTV3dVZPVWxrT0FLZmc?oc=5
2026-08-31,국민 건강,4,본인부담상한 초과금 3조760억원 환급…226만명에 1인당 136만원 - 뉴스더보이스헬스케어,뉴스더보이스헬스케어,"Sun, 30 Aug 2026 13:18:11 GMT",https://news.google.com/rss/articles/CBMib0FVX3lxTE9Xdk90YUVlUlI5OFVBTGdSZ0ZfMnBEeE1EVElGcGtUNXJqQUtPV2tEQlpSZlRIUTEwY0xxaVU0UlBkLU95ZWx5S1YzNzBLMUYyWHVoN3NvTzFzWTljbnYtR1E0NmJaM1dJY1F2RXF4Zw?oc=5
2026-08-31,국민 건강,5,부산TP·건보공단 부울경본부 스마트요양원 맞손 - 아주경제,아주경제,"Mon, 31 Aug 2026 04:09:46 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1na1hXX25tSU5oV1gzRWU4Z2NfZlZYM1FJNWRNSEpfbW1XRDZubmJrSWw0TDQ1MVFHU1pxbHFDbUlhTTJoTnU3d1JhQTNQZE5oM053VjRhVURrd9IBWEFVX3lxTE1XRVJjNGdCZmZLSnNLRHVQLU1pY0pNdlpZOEJ0Zm1QUzFDUTFVcEczVjVmeDJjd0RkWjllRmxuTmROWURHb1FBb2tzZ28zRlVnZWN5R00zUlY?oc=5
2026-08-31,국민 건강,6,작년 최다 수술은 백내장…제왕절개는 10% 급증 - 뉴시스,뉴시스,"Mon, 31 Aug 2026 01:00:00 GMT",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5IR0JPNXJCSnUxdEs0dVZfem1KVUJNOENaanVyXzJvM0RnT2FhV0NZZFkzSlN1Q1N2R1hRQklhMjR5MzZYZk9pb3RvRmhDamZJQjJodXhzYWdZSnVoRHhrbdIBeEFVX3lxTE5Id2lNbnZodWpIT2JGcEVCdkgtUTZGbDhKcFYwZUVXbFo3SnZjV2drckJQMmR4UzcxVDRIdV92V2NHOEFqbGxFdWcwdU9jLUxhaUhsOWJOX0pWZ3NQVWhXWjRZTGx4d294bThkQnluNGpsM3lNVkZVeA?oc=5
2026-08-31,국민 건강,7,국민 226만명 건강보험 환급…1인당 평균 136만원 - 데일리메디,데일리메디,"Sun, 30 Aug 2026 05:27:54 GMT",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBvcXdBUzFGVHNEeHI5WmUxYTJJQkhCU2s5aDZ1eGFMd0JBTlVvcjNkdFZqVFNRbl9uN0p1aXp0NE5nWXdTNjlrMjhWdURVcnNHWFFTM1hicW5mVG9KVld3bThEWHVYLW5L?oc=5
2026-08-31,국민 건강,8,건보 본인부담상한 초과금 3조760억 원 환급…226만 명 혜택 - 서울경제TV,서울경제TV,"Sun, 30 Aug 2026 23:34:14 GMT",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1aRkw4V3kwTmVCaHlQU3NjeWVnT01uSVItZ1VoaGY0dkJ2STNOOEl1QXRzdmI5S2Z0SDJXa2pTYk9zY29uVXh4QUdMVVFLTVc5cUxHd2Voa0Ewc1ZEUTJsaTl3X3Q?oc=5
2026-08-31,국민 건강,9,“병원비 3조760억원 돌려준다”…226만명 본인부담상한 초과금 환급 - 식약일보,식약일보,"Sun, 30 Aug 2026 10:04:00 GMT",https://news.google.com/rss/articles/CBMiO0FVX3lxTE1Za3AwR2s3TC1DOXdEcDZ5bTBrTVk3VGxRLUFzTzU1Sk1Ca3Y3OC11Vm1yRi1wRGN6cF9V?oc=5
2026-08-31,국민 건강,10,의료비 본인부담상한액 초과 226만명에 약 3조 원 환급 - 병원신문,병원신문,"Sun, 30 Aug 2026 13:57:04 GMT",https://news.google.com/rss/articles/CBMiakFVX3lxTE5pcW1HV2didG1WcDd1UDE0bWZPQ3BaVVNsWlBfSjZuU0FRT2RwaW9GLTNRVUFiakZHMi1BajNzQW01T3hTQ2UtN0h3NXQ3ZGFOMXRuLUtodEFBMkRsWV9JUmg4N2N2bHZPaVE?oc=5
2026-08-31,건강 보험 공단,1,의료비 많이 쓴 226만명에 3조원 환급…1인당 평균 136만원 - v.daum.net,v.daum.net,"Sun, 30 Aug 2026 03:01:52 GMT",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBuQkNJbkVtSWZFQ2R5X2FYUHh4VTFxWjB4dVN1TEhsTllzMGxxeXAxcHBLbXFBeDNvcENwZnZlbEdWQzlxNkZuQlpoWWdWTmc?oc=5
2026-08-31,건강 보험 공단,2,"주영구 건보공단 인천경기본부장 “소통 통한 건강복지플랫폼, 안정적 도입 목표” - 중부일보",중부일보,"Sun, 30 Aug 2026 03:59:38 GMT",https://news.google.com/rss/articles/CBMib0FVX3lxTE5mdWVuNDNEVHc5Y2E5ODBFT0Y0QU9ZTzYyUzVqbzJoaG1RdlVPVVVsYmRPdTN6Nk51UDh6M19HOWRsNW1VWFF1TW5leDVtcDdDVnNlbWktU0pZcDF1d2VQMXF5TVdUVHhQdUtKXzc2VQ?oc=5
2026-08-31,건강 보험 공단,3,"건보공단 부울경지역본부, 폭우 피해 거제 산전마을 복구 지원 - 부산일보",부산일보,"Sun, 30 Aug 2026 05:21:32 GMT",https://news.google.com/rss/articles/CBMidEFVX3lxTE9kNTZnaS0weXA4Sl9GR2tsTmRPZFllSXcxOHBON0hDa3YwSkRkSzVmV3lxVmRGMlJVclhUX3Y5WE9KU3dUUnp4Z21LRFdURW95aDNlMjVaY2NMSlZ2Rm55OTFqYmdZbjRlSnlsUnZNTnAycUVM?oc=5
2026-08-31,건강 보험 공단,4,부산TP·건보공단 부울경본부 스마트요양원 맞손 - 아주경제,아주경제,"Mon, 31 Aug 2026 04:09:46 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1na1hXX25tSU5oV1gzRWU4Z2NfZlZYM1FJNWRNSEpfbW1XRDZubmJrSWw0TDQ1MVFHU1pxbHFDbUlhTTJoTnU3d1JhQTNQZE5oM053VjRhVURrd9IBWEFVX3lxTE1XRVJjNGdCZmZLSnNLRHVQLU1pY0pNdlpZOEJ0Zm1QUzFDUTFVcEczVjVmeDJjd0RkWjllRmxuTmROWURHb1FBb2tzZ28zRlVnZWN5R00zUlY?oc=5
2026-08-31,건강 보험 공단,5,"""청소년 비만 탈출"" 건보공단 부울경, '밸런스 UP! 건강캠프' 출범 - 네이트",네이트,"Mon, 31 Aug 2026 02:36:00 GMT",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9abnAxdUZ1ZnRja1hxeHU4d3BNS1JoR3pZWHlwM0tIbGRmSzhCa2xrY0tHTGphcFRJU005dEpFaGx6cjhHY2d1T2VqX2VsaXAzT2lN?oc=5
