date,keyword,source,ratio
2026-05-23,건강 검진,related_top(건강),
2026-05-23,건강 보험,related_top(건강),
2026-05-23,정신 건강,related_top(건강),
2026-05-23,국민 건강,related_top(건강),
2026-05-23,정신 건강 의학과,related_top(건강),
2026-05-23,국민 건강 보험,related_top(건강),
2026-05-23,건강 보험 공단,related_top(건강),
2026-05-23,국민 건강 보험 공단,related_top(건강),
2026-05-23,건강 보험 심사 평가원,related_top(건강),
2026-05-23,건강 검진 예약,related_top(건강),
2026-05-23,건강검진,naver,24.70142
2026-05-23,다이어트,naver,11.35015
2026-05-23,운동·헬스,naver,13.66764
2026-05-23,영양·건강기능식품,naver,38.8199
2026-05-23,정신건강,naver,11.46089
