date,keyword,source,ratio
2026-07-28,건강 검진,related_top(건강),
2026-07-28,정신 건강,related_top(건강),
2026-07-28,건강 보험,related_top(건강),
2026-07-28,건강 검진 병원,related_top(건강),
2026-07-28,국민 건강,related_top(건강),
2026-07-28,정신 건강 의학과,related_top(건강),
2026-07-28,건강 보험 공단,related_top(건강),
2026-07-28,국민 건강 보험,related_top(건강),
2026-07-28,국민 건강 보험 공단,related_top(건강),
2026-07-28,건강 검진 센터,related_top(건강),
2026-07-28,건강검진,naver,30.34759
2026-07-28,다이어트,naver,10.40234
2026-07-28,운동·헬스,naver,15.13241
2026-07-28,영양·건강기능식품,naver,35.43418
2026-07-28,정신건강,naver,8.68347
