date,keyword,source,ratio
2026-04-10,건강 검진,related_top(건강),
2026-04-10,건강 보험,related_top(건강),
2026-04-10,정신 건강,related_top(건강),
2026-04-10,국민 건강,related_top(건강),
2026-04-10,건강 보험 공단,related_top(건강),
2026-04-10,국민 건강 보험,related_top(건강),
2026-04-10,국민 건강 보험 공단,related_top(건강),
2026-04-10,건강 기능 식품,related_top(건강),
2026-04-10,건강 검진 결과,related_top(건강),
2026-04-10,건강 보험 심사 평가원,related_top(건강),
2026-04-10,건강검진,naver,22.94067
2026-04-10,다이어트,naver,11.16082
2026-04-10,운동·헬스,naver,12.09242
2026-04-10,영양·건강기능식품,naver,42.54107
2026-04-10,정신건강,naver,11.26502
