collected_date,keyword_group,period,ratio
2026-04-01,건강검진,2026-03-03,24.97038
2026-04-01,건강검진,2026-03-04,25.80045
2026-04-01,건강검진,2026-03-05,24.6012
2026-04-01,건강검진,2026-03-06,25.05793
2026-04-01,건강검진,2026-03-07,18.076
2026-04-01,건강검진,2026-03-08,15.04065
2026-04-01,건강검진,2026-03-09,24.18465
2026-04-01,건강검진,2026-03-10,24.27328
2026-04-01,건강검진,2026-03-11,24.52255
2026-04-01,건강검진,2026-03-12,23.14897
2026-04-01,건강검진,2026-03-13,22.87043
2026-04-01,건강검진,2026-03-14,16.77163
2026-04-01,건강검진,2026-03-15,13.79568
2026-04-01,건강검진,2026-03-16,23.61618
2026-04-01,건강검진,2026-03-17,26.00567
2026-04-01,건강검진,2026-03-18,25.35463
2026-04-01,건강검진,2026-03-19,25.98784
2026-04-01,건강검진,2026-03-20,24.48588
2026-04-01,건강검진,2026-03-21,18.17959
2026-04-01,건강검진,2026-03-22,15.64714
2026-04-01,건강검진,2026-03-23,25.10081
2026-04-01,건강검진,2026-03-24,25.68047
2026-04-01,건강검진,2026-03-25,26.19609
2026-04-01,건강검진,2026-03-26,24.30038
2026-04-01,건강검진,2026-03-27,25.82677
2026-04-01,건강검진,2026-03-28,17.81748
2026-04-01,건강검진,2026-03-29,15.43454
2026-04-01,건강검진,2026-03-30,24.96266
2026-04-01,건강검진,2026-03-31,24.00258
2026-04-01,다이어트,2026-03-03,9.49919
2026-04-01,다이어트,2026-03-04,9.51234
2026-04-01,다이어트,2026-03-05,9.99547
2026-04-01,다이어트,2026-03-06,9.83278
2026-04-01,다이어트,2026-03-07,11.43737
2026-04-01,다이어트,2026-03-08,11.10674
2026-04-01,다이어트,2026-03-09,9.82006
2026-04-01,다이어트,2026-03-10,10.17673
2026-04-01,다이어트,2026-03-11,10.12143
2026-04-01,다이어트,2026-03-12,10.05241
2026-04-01,다이어트,2026-03-13,10.07732
2026-04-01,다이어트,2026-03-14,12.11414
2026-04-01,다이어트,2026-03-15,12.21301
2026-04-01,다이어트,2026-03-16,11.01072
2026-04-01,다이어트,2026-03-17,11.21225
2026-04-01,다이어트,2026-03-18,10.39875
2026-04-01,다이어트,2026-03-19,11.2462
2026-04-01,다이어트,2026-03-20,11.57178
2026-04-01,다이어트,2026-03-21,12.54694
2026-04-01,다이어트,2026-03-22,13.28995
2026-04-01,다이어트,2026-03-23,11.52907
2026-04-01,다이어트,2026-03-24,11.18202
2026-04-01,다이어트,2026-03-25,11.12421
2026-04-01,다이어트,2026-03-26,11.85685
2026-04-01,다이어트,2026-03-27,11.32426
2026-04-01,다이어트,2026-03-28,11.9427
2026-04-01,다이어트,2026-03-29,13.11451
2026-04-01,다이어트,2026-03-30,10.8769
2026-04-01,다이어트,2026-03-31,11.19456
2026-04-01,운동·헬스,2026-03-03,18.90145
2026-04-01,운동·헬스,2026-03-04,15.4124
2026-04-01,운동·헬스,2026-03-05,14.39077
2026-04-01,운동·헬스,2026-03-06,13.67195
2026-04-01,운동·헬스,2026-03-07,14.7717
2026-04-01,운동·헬스,2026-03-08,19.79413
2026-04-01,운동·헬스,2026-03-09,17.90205
2026-04-01,운동·헬스,2026-03-10,15.19388
2026-04-01,운동·헬스,2026-03-11,15.75456
2026-04-01,운동·헬스,2026-03-12,14.79705
2026-04-01,운동·헬스,2026-03-13,15.31401
2026-04-01,운동·헬스,2026-03-14,16.80274
2026-04-01,운동·헬스,2026-03-15,18.74745
2026-04-01,운동·헬스,2026-03-16,13.82463
2026-04-01,운동·헬스,2026-03-17,12.5913
2026-04-01,운동·헬스,2026-03-18,12.69965
2026-04-01,운동·헬스,2026-03-19,11.97685
2026-04-01,운동·헬스,2026-03-20,11.84288
2026-04-01,운동·헬스,2026-03-21,14.75102
2026-04-01,운동·헬스,2026-03-22,15.15546
2026-04-01,운동·헬스,2026-03-23,12.54244
2026-04-01,운동·헬스,2026-03-24,11.61294
2026-04-01,운동·헬스,2026-03-25,11.34883
2026-04-01,운동·헬스,2026-03-26,12.03872
2026-04-01,운동·헬스,2026-03-27,11.47459
2026-04-01,운동·헬스,2026-03-28,14.57428
2026-04-01,운동·헬스,2026-03-29,15.50914
2026-04-01,운동·헬스,2026-03-30,12.98479
2026-04-01,운동·헬스,2026-03-31,13.17766
2026-04-01,영양·건강기능식품,2026-03-03,36.60744
2026-04-01,영양·건강기능식품,2026-03-04,39.43955
2026-04-01,영양·건강기능식품,2026-03-05,40.80213
2026-04-01,영양·건강기능식품,2026-03-06,40.13904
2026-04-01,영양·건강기능식품,2026-03-07,43.41394
2026-04-01,영양·건강기능식품,2026-03-08,43.35825
2026-04-01,영양·건강기능식품,2026-03-09,38.71792
2026-04-01,영양·건강기능식품,2026-03-10,40.40623
2026-04-01,영양·건강기능식품,2026-03-11,39.66191
2026-04-01,영양·건강기능식품,2026-03-12,41.74287
2026-04-01,영양·건강기능식품,2026-03-13,41.53518
2026-04-01,영양·건강기능식품,2026-03-14,41.71527
2026-04-01,영양·건강기능식품,2026-03-15,43.8052
2026-04-01,영양·건강기능식품,2026-03-16,40.98405
2026-04-01,영양·건강기능식품,2026-03-17,40.57561
2026-04-01,영양·건강기능식품,2026-03-18,41.36044
2026-04-01,영양·건강기능식품,2026-03-19,40.68857
2026-04-01,영양·건강기능식품,2026-03-20,40.83185
2026-04-01,영양·건강기능식품,2026-03-21,42.76735
2026-04-01,영양·건강기능식품,2026-03-22,44.74332
2026-04-01,영양·건강기능식품,2026-03-23,40.84253
2026-04-01,영양·건강기능식품,2026-03-24,42.00622
2026-04-01,영양·건강기능식품,2026-03-25,41.17812
2026-04-01,영양·건강기능식품,2026-03-26,41.50191
2026-04-01,영양·건강기능식품,2026-03-27,40.02148
2026-04-01,영양·건강기능식품,2026-03-28,43.89184
2026-04-01,영양·건강기능식품,2026-03-29,43.49869
2026-04-01,영양·건강기능식품,2026-03-30,40.46473
2026-04-01,영양·건강기능식품,2026-03-31,41.48087
2026-04-01,정신건강,2026-03-03,10.02154
2026-04-01,정신건강,2026-03-04,9.83526
2026-04-01,정신건강,2026-03-05,10.21043
2026-04-01,정신건강,2026-03-06,11.2983
2026-04-01,정신건강,2026-03-07,12.30099
2026-04-01,정신건강,2026-03-08,10.70024
2026-04-01,정신건강,2026-03-09,9.37532
2026-04-01,정신건강,2026-03-10,9.94988
2026-04-01,정신건강,2026-03-11,9.93955
2026-04-01,정신건강,2026-03-12,10.2587
2026-04-01,정신건강,2026-03-13,10.20305
2026-04-01,정신건강,2026-03-14,12.59622
2026-04-01,정신건강,2026-03-15,11.43866
2026-04-01,정신건강,2026-03-16,10.56441
2026-04-01,정신건강,2026-03-17,9.61517
2026-04-01,정신건강,2026-03-18,10.18653
2026-04-01,정신건강,2026-03-19,10.10054
2026-04-01,정신건강,2026-03-20,11.2676
2026-04-01,정신건강,2026-03-21,11.7551
2026-04-01,정신건강,2026-03-22,11.16413
2026-04-01,정신건강,2026-03-23,9.98514
2026-04-01,정신건강,2026-03-24,9.51835
2026-04-01,정신건강,2026-03-25,10.15274
2026-04-01,정신건강,2026-03-26,10.30214
2026-04-01,정신건강,2026-03-27,11.3529
2026-04-01,정신건강,2026-03-28,11.7737
2026-04-01,정신건강,2026-03-29,12.44312
2026-04-01,정신건강,2026-03-30,10.71093
2026-04-01,정신건강,2026-03-31,10.14433
