date,keyword,source,ratio
2026-05-30,건강 검진,related_top(건강),
2026-05-30,건강 보험,related_top(건강),
2026-05-30,국민 건강,related_top(건강),
2026-05-30,국민 건강 보험,related_top(건강),
2026-05-30,건강 보험 공단,related_top(건강),
2026-05-30,국민 건강 보험 공단,related_top(건강),
2026-05-30,건강 검진 비용,related_top(건강),
2026-05-30,국가 건강 검진,related_top(건강),
2026-05-30,건강 관리 협회,related_top(건강),
2026-05-30,건강 보험 심사 평가원,related_top(건강),
2026-05-30,건강검진,naver,25.3801
2026-05-30,다이어트,naver,11.13954
2026-05-30,운동·헬스,naver,15.34698
2026-05-30,영양·건강기능식품,naver,37.66371
2026-05-30,정신건강,naver,10.46966
