date,keyword,source,ratio
2026-08-29,건강 검진,related_top(건강),
2026-08-29,정신 건강 의학과,related_top(건강),
2026-08-29,건강 보험 공단,related_top(건강),
2026-08-29,국민 건강 보험 공단,related_top(건강),
2026-08-29,국가 건강 검진,related_top(건강),
2026-08-29,건강 검진 결과,related_top(건강),
2026-08-29,건강 관리 협회,related_top(건강),
2026-08-29,건강 검진 비용,related_top(건강),
2026-08-29,건강 검진 예약,related_top(건강),
2026-08-29,건강 검진 금식,related_top(건강),
2026-08-29,건강검진,naver,27.78359
2026-08-29,다이어트,naver,9.60992
2026-08-29,운동·헬스,naver,13.11463
2026-08-29,영양·건강기능식품,naver,40.3303
2026-08-29,정신건강,naver,9.16156
